가깝다	a1
가끔	a1
가다	a1
가르치다	a1
가슴	a1
가운데	a1
가장	a1
가져오다	a1
가족	a1
가지다	a1
갑자기	a1
값	a1
같다	a1
같이	a1
개	a1
개월	a1
거	a1
거기	a1
걱정	a1
건강	a1
건물	a1
걷다	a1
걸다	a1
것	a1
게임	a1
겨울	a1
결혼	a1
결혼하다	a1
경찰	a1
계속	a1
계획	a1
고기	a1
고맙다	a1
고향	a1
곧	a1
곳	a1
공	a1
공부	a1
공부하다	a1
과	a1
괜찮다	a1
교수	a1
구월	a1
귀	a1
그	a1
그거	a1
그것	a1
그곳	a1
그날	a1
그동안	a1
그때	a1
그래	a1
그래서	a1
그러나	a1
그러니까	a1
그러면	a1
그런데	a1
그럼	a1
그렇다	a1
그렇지만	a1
그리고	a1
그리다	a1
그림	a1
기다리다	a1
기분	a1
길	a1
길다	a1
꼭	a1
꽃	a1
꿈	a1
끝	a1
끝나다	a1
나	a1
나가다	a1
나다	a1
나라	a1
나무	a1
나쁘다	a1
나오다	a1
나이	a1
나중	a1
날	a1
남녀	a1
남자	a1
남편	a1
낮다	a1
내다	a1
내려가다	a1
내려오다	a1
내리다	a1
너	a1
너무	a1
넓다	a1
넣다	a1
네	a1
년	a1
노래	a1
놀다	a1
놀라다	a1
높다	a1
놓다	a1
누구	a1
누나	a1
눈	a1
눈물	a1
뉴스	a1
늦다	a1
다	a1
다니다	a1
다르다	a1
다른	a1
다리	a1
다시	a1
다음	a1
닦다	a1
달	a1
달러	a1
담배	a1
대답하다	a1
대학	a1
대화	a1
더	a1
도시	a1
돈	a1
돌아가다	a1
돌아오다	a1
돕다	a1
동생	a1
동안	a1
되다	a1
두	a1
둘	a1
뒤	a1
드리다	a1
듣다	a1
들다	a1
들어가다	a1
들어오다	a1
딸	a1
때	a1
때문	a1
떠나다	a1
또	a1
마시다	a1
마음	a1
마지막	a1
만나다	a1
만들다	a1
많다	a1
많이	a1
말	a1
말다	a1
말씀	a1
말하다	a1
맑다	a1
맛	a1
맛있다	a1
매우	a1
머리	a1
먹다	a1
먼저	a1
멀다	a1
며칠	a1
명	a1
몇	a1
모두	a1
모든	a1
모르다	a1
몸	a1
못	a1
못하다	a1
무슨	a1
무엇	a1
문	a1
문제	a1
묻다	a1
물	a1
물건	a1
물론	a1
뭐	a1
미터	a1
밑	a1
바꾸다	a1
바다	a1
바람	a1
바로	a1
바쁘다	a1
밖	a1
반	a1
받다	a1
발	a1
밤	a1
밥	a1
방	a1
배	a1
배우다	a1
버리다	a1
버스	a1
번	a1
벌써	a1
벗다	a1
병원	a1
보내다	a1
보다	a1
봄	a1
부르다	a1
부모	a1
부부	a1
분	a1
