Abend	A1
Adresse	A1
Alter	A1
Antwort	A1
Apfel	A1
Arbeit	A1
Arzt	A1
Auge	A1
August	A1
Auto	A1
Bahnhof	A1
Balkon	A1
Banane	A1
Bank	A1
Bad	A1
Baum	A1
Bein	A1
Beruf	A1
Bett	A1
Bier	A1
Bild	A1
Blume	A1
Brief	A1
Brille	A1
Brot	A1
Brötchen	A1
Bruder	A1
Buch	A1
Bus	A1
Butter	A1
Café	A1
Computer	A1
Dank	A1
Datum	A1
Deutsch	A1
Dienstag	A1
Donnerstag	A1
Dorf	A1
Durst	A1
Ei	A1
Eltern	A1
Ende	A1
Entschuldigung	A1
Erwachsene	A1
Essen	A1
Familie	A1
Farbe	A1
Fahrrad	A1
Fenster	A1
Fernseher	A1
Fieber	A1
Film	A1
Firma	A1
Fisch	A1
Flasche	A1
Fleisch	A1
Flughafen	A1
Flugzeug	A1
Foto	A1
Frage	A1
Frau	A1
Freitag	A1
Freund	A1
Freundin	A1
Frühstück	A1
Fuß	A1
Fußball	A1
Garten	A1
Gast	A1
Geburtstag	A1
Geld	A1
Gemüse	A1
Geschäft	A1
Geschenk	A1
Geschwister	A1
Gespräch	A1
Getränk	A1
Glas	A1
Glück	A1
Größe	A1
Gruppe	A1
Haus	A1
Hausaufgabe	A1
Handy	A1
Hand	A1
Hallo	A1
Herr	A1
Herbst	A1
Hilfe	A1
Hobby	A1
Hose	A1
Hotel	A1
Hunger	A1
Hund	A1
Idee	A1
Information	A1
Internet	A1
Jahr	A1
Jacke	A1
Januar	A1
Job	A1
Jugendliche	A1
Junge	A1
Kaffee	A1
Kalender	A1
Karte	A1
Kartoffel	A1
Käse	A1
Katze	A1
Kind	A1
Kino	A1
Klasse	A1
Kleid	A1
Kleidung	A1
Koffer	A1
Kollege	A1
Kollegin	A1
Küche	A1
Kuchen	A1
Kugelschreiber	A1
Kurs	A1
Land	A1
Lampe	A1
Lehrer	A1
Lehrerin	A1
Leute	A1
Licht	A1
Lied	A1
Liste	A1
Mädchen	A1
Mann	A1
Mantel	A1
Markt	A1
Medikament	A1
Meer	A1
Milch	A1
Minute	A1
Mittag	A1
Mittagessen	A1
Mittwoch	A1
Möbel	A1
Moment	A1
Monat	A1
Montag	A1
Morgen	A1
Musik	A1
Mutter	A1
Name	A1
Natur	A1
Nachmittag	A1
Nacht	A1
Nachbar	A1
Nachbarin	A1
Nummer	A1
Obst	A1
Ort	A1
Papier	A1
Park	A1
Party	A1
Pause	A1
Plan	A1
Platz	A1
Polizei	A1
Post	A1
Praktikum	A1
Preis	A1
Problem	A1
Prüfung	A1
Pullover	A1
Radio	A1
Rechnung	A1
Regen	A1
Reis	A1
Reise	A1
Restaurant	A1
Rezept	A1
Salat	A1
Saft	A1
Samstag	A1
Satz	A1
Schule	A1
Schüler	A1
Schülerin	A1
Schwester	A1
Schlüssel	A1
Schinken	A1
Schokolade	A1
Schuh	A1
See	A1
Sekunde	A1
Sohn	A1
Sommer	A1
Sonne	A1
Sonntag	A1
Spiel	A1
Sport	A1
Sprache	A1
Stadt	A1
Straße	A1
Stunde	A1
Stuhl	A1
Suppe	A1
Supermarkt	A1
Tag	A1
Tasche	A1
Tasse	A1
Taxi	A1
Tee	A1
Telefon	A1
Teller	A1
Termin	A1
Test	A1
Text	A1
Ticket	A1
Tisch	A1
Tochter	A1
Toilette	A1
Tomate	A1
Tür	A1
Uhr	A1
Universität	A1
Urlaub	A1
Vater	A1
Verkäufer	A1
Verkäuferin	A1
Viertel	A1
Vogel	A1
Vormittag	A1
Wasser	A1
Weg	A1
Wein	A1
Wetter	A1
Winter	A1
Woche	A1
Wochenende	A1
Wohnung	A1
Wort	A1
Wurst	A1
Zahl	A1
Zeit	A1
Zeitung	A1
Zimmer	A1
Zug	A1
Zucker	A1
antworten	A1
arbeiten	A1
beginnen	A1
bekommen	A1
bestellen	A1
besuchen	A1
bezahlen	A1
bitten	A1
bleiben	A1
brauchen	A1
bringen	A1
buchstabieren	A1
danken	A1
dauern	A1
denken	A1
duschen	A1
einkaufen	A1
einladen	A1
erklären	A1
erzählen	A1
fahren	A1
finden	A1
fliegen	A1
fragen	A1
frühstücken	A1
geben	A1
gehen	A1
gehören	A1
glauben	A1
grillen	A1
haben	A1
heißen	A1
helfen	A1
holen	A1
hören	A1
kaufen	A1
kennen	A1
kochen	A1
kommen	A1
kosten	A1
lachen	A1
laufen	A1
leben	A1
lernen	A1
lesen	A1
lieben	A1
liegen	A1
machen	A1
malen	A1
mögen	A1
nehmen	A1
öffnen	A1
probieren	A1
reisen	A1
sagen	A1
schlafen	A1
schmecken	A1
schreiben	A1
schwimmen	A1
sehen	A1
sein	A1
singen	A1
sitzen	A1
spielen	A1
sprechen	A1
stehen	A1
studieren	A1
suchen	A1
tanzen	A1
telefonieren	A1
treffen	A1
trinken	A1
tun	A1
üben	A1
verkaufen	A1
verstehen	A1
warten	A1
waschen	A1
wissen	A1
wohnen	A1
wollen	A1
wünschen	A1
zahlen	A1
zeigen	A1
alt	A1
arm	A1
billig	A1
blau	A1
braun	A1
breit	A1
dunkel	A1
einfach	A1
falsch	A1
fertig	A1
frei	A1
frisch	A1
froh	A1
früh	A1
ganz	A1
gelb	A1
gern	A1
gesund	A1
glücklich	A1
grün	A1
groß	A1
gut	A1
heiß	A1
hell	A1
hier	A1
heute	A1
hoch	A1
jetzt	A1
jung	A1
kalt	A1
kaputt	A1
klein	A1
krank	A1
kurz	A1
lang	A1
langsam	A1
laut	A1
lecker	A1
leicht	A1
leise	A1
lieb	A1
links	A1
müde	A1
nah	A1
nett	A1
neu	A1
niedrig	A1
oft	A1
rechts	A1
richtig	A1
rot	A1
ruhig	A1
sauber	A1
schlecht	A1
schnell	A1
schön	A1
schwarz	A1
schwer	A1
spät	A1
süß	A1
teuer	A1
warm	A1
weiß	A1
wichtig	A1
zusammen	A1
Ampel	A2
Anfang	A2
Angebot	A2
Angst	A2
Anmeldung	A2
Anzeige	A2
Apotheke	A2
Arbeitsplatz	A2
Ausbildung	A2
Ausflug	A2
Ausgang	A2
Auskunft	A2
Ausland	A2
Aussage	A2
Ausstellung	A2
Bäckerei	A2
Bauch	A2
Bedeutung	A2
Beispiel	A2
Bericht	A2
Berg	A2
Besichtigung	A2
Besuch	A2
Betrieb	A2
Bevölkerung	A2
Bewegung	A2
Bewerbung	A2
Bibliothek	A2
Blatt	A2
Boden	A2
Briefmarke	A2
Brücke	A2
Buchstabe	A2
Bühne	A2
Chef	A2
Chefin	A2
Creme	A2
Decke	A2
Ding	A2
Doppelzimmer	A2
Dusche	A2
Einladung	A2
Eingang	A2
Einwohner	A2
Eintritt	A2
Eis	A2
Erfahrung	A2
Ergebnis	A2
Erinnerung	A2
Erkältung	A2
Ermäßigung	A2
Fabrik	A2
Fahrer	A2
Fahrkarte	A2
Fahrplan	A2
Feier	A2
Feiertag	A2
Fest	A2
Feuer	A2
Feuerwehr	A2
Fläche	A2
Formular	A2
Fortsetzung	A2
Führung	A2
Fundbüro	A2
Gebäude	A2
Gebühr	A2
Gedanke	A2
Gefahr	A2
Gefühl	A2
Gegenteil	A2
Gehalt	A2
Geräusch	A2
Gericht	A2
Geschichte	A2
Gesellschaft	A2
Gesicht	A2
Gesundheit	A2
Gewicht	A2
Gewitter	A2
Grenze	A2
Grund	A2
Gruß	A2
Haar	A2
Hafen	A2
Haltestelle	A2
Handtuch	A2
Haut	A2
Heimat	A2
Heizung	A2
Herz	A2
Himmel	A2
Hochzeit	A2
Höhe	A2
Hälfte	A2
Insel	A2
Interesse	A2
Jugend	A2
Kanton	A2
Karriere	A2
Kasse	A2
Keller	A2
Kenntnisse	A2
Kette	A2
Kiosk	A2
Kirche	A2
Klima	A2
Kneipe	A2
Konzert	A2
Kopf	A2
Körper	A2
Krankenhaus	A2
Krankheit	A2
Kreditkarte	A2
Kreuzung	A2
Kultur	A2
Kunde	A2
Kundin	A2
Kunst	A2
Lager	A2
Landschaft	A2
Lärm	A2
Lebenslauf	A2
Lebensmittel	A2
Leistung	A2
Lohn	A2
Lösung	A2
Luft	A2
Lust	A2
Maschine	A2
Mannschaft	A2
Meinung	A2
Menge	A2
Mensch	A2
Messer	A2
Miete	A2
Mitarbeiter	A2
Mitglied	A2
Mitte	A2
Mitteilung	A2
Mittel	A2
Mond	A2
Möglichkeit	A2
Museum	A2
Nachricht	A2
Nähe	A2
Nebel	A2
Note	A2
Notfall	A2
Ober	A2
Oper	A2
Ordnung	A2
Organisation	A2
Pension	A2
Person	A2
Pflanze	A2
Pflaster	A2
Plakat	A2
Portion	A2
Praxis	A2
Programm	A2
Projekt	A2
Publikum	A2
Punkt	A2
Qualität	A2
Quittung	A2
Rad	A2
Rathaus	A2
Raum	A2
Regel	A2
Reifen	A2
Reihe	A2
Reinigung	A2
Reparatur	A2
Richtung	A2
Rücken	A2
Ruhe	A2
Rundgang	A2
Sache	A2
Schaden	A2
Schalter	A2
Schauspieler	A2
Schild	A2
Schiff	A2
Schloss	A2
Schmerz	A2
Schnee	A2
Schnupfen	A2
Schwierigkeit	A2
Sendung	A2
Sessel	A2
Sicherheit	A2
Sitz	A2
Sofa	A2
Sorge	A2
Sprechstunde	A2
Staat	A2
Stelle	A2
Stimme	A2
Stock	A2
Strand	A2
Streit	A2
Strom	A2
Studium	A2
Stück	A2
Tankstelle	A2
Team	A2
Teil	A2
Thema	A2
Tier	A2
Traum	A2
Treppe	A2
Umgebung	A2
Umzug	A2
Unfall	A2
Unterhaltung	A2
Unterkunft	A2
Unterricht	A2
Unterschied	A2
Unterschrift	A2
Untersuchung	A2
Veranstaltung	A2
Verband	A2
Verbindung	A2
Verein	A2
Vergangenheit	A2
Vergleich	A2
Verkehr	A2
Verletzung	A2
Vermieter	A2
Versicherung	A2
Verspätung	A2
Vertrag	A2
Vorschlag	A2
Vorsicht	A2
Vorstellung	A2
Wald	A2
Wand	A2
Ware	A2
Wäsche	A2
Wechselgeld	A2
Werbung	A2
Werkstatt	A2
Wiese	A2
Wind	A2
Wirtschaft	A2
Wunsch	A2
Zahn	A2
Zahnarzt	A2
Zeichen	A2
Zettel	A2
Zeugnis	A2
Ziel	A2
Zukunft	A2
Zuschauer	A2
Zweck	A2
Zwiebel	A2
abbiegen	A2
abfahren	A2
abgeben	A2
abholen	A2
abschließen	A2
anbieten	A2
ändern	A2
anfangen	A2
ankommen	A2
anmachen	A2
anmelden	A2
anprobieren	A2
anrufen	A2
anschauen	A2
ansehen	A2
anziehen	A2
aufhören	A2
aufmachen	A2
aufpassen	A2
aufräumen	A2
aufstehen	A2
aufwachen	A2
ausfüllen	A2
ausgeben	A2
ausmachen	A2
auspacken	A2
ausruhen	A2
aussehen	A2
aussteigen	A2
ausziehen	A2
backen	A2
baden	A2
bauen	A2
beantworten	A2
bedeuten	A2
beeilen	A2
beenden	A2
beraten	A2
beschreiben	A2
besichtigen	A2
bestehen	A2
bewegen	A2
bewerben	A2
bieten	A2
dabeihaben	A2
diskutieren	A2
drücken	A2
einsteigen	A2
